OrderID,OrderDate,CustomerID,ProductID,Region,Quantity,UnitPrice,Cost_x,Profit,Sales,Year,Month,Day,ProductName,Category,Cost_y,CustomerName,Segment,City
6244,2023-11-20,1050,17,East,9,983,104.0,7911.0,8847,2023,11,20,Product_17,Beverages,104,Customer_50,Consumer,Mumbai
6247,2024-10-26,1039,17,South,6,232,104.0,768.0,1392,2024,10,26,Product_17,Beverages,104,Customer_39,Small Business,Pune
6256,2024-01-15,1048,17,South,5,522,104.0,2090.0,2610,2024,1,15,Product_17,Beverages,104,Customer_48,Consumer,Nanded
6289,2023-01-20,1089,17,South,5,538,104.0,2170.0,2690,2023,1,20,Product_17,Beverages,104,Customer_89,Small Business,Bangalore
6292,2024-02-23,1028,17,North,6,184,104.0,480.0,1104,2024,2,23,Product_17,Beverages,104,Customer_28,Corporate,Nanded
6294,2023-03-03,1054,17,West,6,157,104.0,318.0,942,2023,3,3,Product_17,Beverages,104,Customer_54,Small Business,Delhi
6308,2024-09-26,1079,17,West,7,625,104.0,3647.0,4375,2024,9,26,Product_17,Beverages,104,Customer_79,Small Business,Mumbai
6346,2023-08-04,1068,17,South,7,210,104.0,742.0,1470,2023,8,4,Product_17,Beverages,104,Customer_68,Small Business,Pune
6348,2023-12-02,1001,17,North,5,812,104.0,3540.0,4060,2023,12,2,Product_17,Beverages,104,Customer_1,Consumer,Delhi
6357,2023-12-11,1061,17,South,1,296,104.0,192.0,296,2023,12,11,Product_17,Beverages,104,Customer_61,Small Business,Mumbai
6362,2024-10-28,1055,17,East,3,897,104.0,2379.0,2691,2024,10,28,Product_17,Beverages,104,Customer_55,Consumer,Nanded
6367,2024-07-10,1005,17,West,1,525,104.0,421.0,525,2024,7,10,Product_17,Beverages,104,Customer_5,Consumer,Bangalore
6387,2024-10-28,1087,17,West,7,657,104.0,3871.0,4599,2024,10,28,Product_17,Beverages,104,Customer_87,Small Business,Bangalore
6390,2023-01-17,1030,17,South,9,387,104.0,2547.0,3483,2023,1,17,Product_17,Beverages,104,Customer_30,Consumer,Delhi
6401,2024-08-08,1045,17,North,1,942,104.0,838.0,942,2024,8,8,Product_17,Beverages,104,Customer_45,Consumer,Mumbai
6412,2023-08-30,1032,17,West,2,948,104.0,1688.0,1896,2023,8,30,Product_17,Beverages,104,Customer_32,Corporate,Mumbai
6458,2024-06-22,1071,17,East,7,893,104.0,5523.0,6251,2024,6,22,Product_17,Beverages,104,Customer_71,Small Business,Bangalore
6485,2023-11-05,1093,17,East,6,108,104.0,24.0,648,2023,11,5,Product_17,Beverages,104,Customer_93,Consumer,Nanded
6492,2024-01-22,1029,17,East,2,271,104.0,334.0,542,2024,1,22,Product_17,Beverages,104,Customer_29,Corporate,Bangalore
6518,2023-11-16,1057,17,West,5,911,104.0,4035.0,4555,2023,11,16,Product_17,Beverages,104,Customer_57,Consumer,Delhi
6521,2024-05-09,1082,17,West,6,554,104.0,2700.0,3324,2024,5,9,Product_17,Beverages,104,Customer_82,Small Business,Delhi
6523,2023-06-15,1077,17,North,3,429,104.0,975.0,1287,2023,6,15,Product_17,Beverages,104,Customer_77,Consumer,Bangalore
6575,2023-11-14,1092,17,North,9,824,104.0,6480.0,7416,2023,11,14,Product_17,Beverages,104,Customer_92,Consumer,Bangalore
6585,2024-01-25,1003,17,North,4,636,104.0,2128.0,2544,2024,1,25,Product_17,Beverages,104,Customer_3,Small Business,Nanded
6588,2024-02-14,1090,17,West,7,822,104.0,5026.0,5754,2024,2,14,Product_17,Beverages,104,Customer_90,Corporate,Nanded
6670,2023-01-14,1048,17,West,2,975,104.0,1742.0,1950,2023,1,14,Product_17,Beverages,104,Customer_48,Consumer,Nanded
6674,2023-05-10,1059,17,West,7,756,104.0,4564.0,5292,2023,5,10,Product_17,Beverages,104,Customer_59,Consumer,Mumbai
6732,2023-07-25,1068,17,East,6,880,104.0,4656.0,5280,2023,7,25,Product_17,Beverages,104,Customer_68,Small Business,Pune
6762,2023-12-18,1038,17,North,7,434,104.0,2310.0,3038,2023,12,18,Product_17,Beverages,104,Customer_38,Small Business,Nanded
6781,2023-01-01,1059,17,West,3,912,104.0,2424.0,2736,2023,1,1,Product_17,Beverages,104,Customer_59,Consumer,Mumbai
6809,2023-01-19,1040,17,West,9,384,104.0,2520.0,3456,2023,1,19,Product_17,Beverages,104,Customer_40,Corporate,Mumbai
6851,2023-12-09,1053,17,North,6,582,104.0,2868.0,3492,2023,12,9,Product_17,Beverages,104,Customer_53,Consumer,Mumbai
6856,2023-01-21,1051,17,South,9,884,104.0,7020.0,7956,2023,1,21,Product_17,Beverages,104,Customer_51,Consumer,Nanded
6883,2024-08-11,1050,17,North,1,913,104.0,809.0,913,2024,8,11,Product_17,Beverages,104,Customer_50,Consumer,Mumbai
6887,2023-12-16,1052,17,North,7,479,104.0,2625.0,3353,2023,12,16,Product_17,Beverages,104,Customer_52,Consumer,Mumbai
6892,2024-08-08,1040,17,South,7,885,104.0,5467.0,6195,2024,8,8,Product_17,Beverages,104,Customer_40,Corporate,Mumbai
6907,2023-12-28,1049,17,East,2,321,104.0,434.0,642,2023,12,28,Product_17,Beverages,104,Customer_49,Corporate,Bangalore
6978,2023-10-15,1038,17,South,8,312,104.0,1664.0,2496,2023,10,15,Product_17,Beverages,104,Customer_38,Small Business,Nanded
6981,2023-02-05,1071,17,North,5,450,104.0,1730.0,2250,2023,2,5,Product_17,Beverages,104,Customer_71,Small Business,Bangalore
7027,2023-02-24,1006,17,East,8,624,104.0,4160.0,4992,2023,2,24,Product_17,Beverages,104,Customer_6,Small Business,Mumbai
7043,2023-12-30,1041,17,North,4,294,104.0,760.0,1176,2023,12,30,Product_17,Beverages,104,Customer_41,Small Business,Bangalore
7046,2023-10-13,1084,17,North,4,588,104.0,1936.0,2352,2023,10,13,Product_17,Beverages,104,Customer_84,Small Business,Mumbai
7056,2024-10-15,1054,17,South,8,505,104.0,3208.0,4040,2024,10,15,Product_17,Beverages,104,Customer_54,Small Business,Delhi
7086,2024-03-04,1093,17,South,3,579,104.0,1425.0,1737,2024,3,4,Product_17,Beverages,104,Customer_93,Consumer,Nanded
7121,2023-03-20,1012,17,South,2,348,104.0,488.0,696,2023,3,20,Product_17,Beverages,104,Customer_12,Consumer,Bangalore
7142,2024-05-31,1040,17,North,1,637,104.0,533.0,637,2024,5,31,Product_17,Beverages,104,Customer_40,Corporate,Mumbai
7156,2023-06-05,1049,17,West,4,912,104.0,3232.0,3648,2023,6,5,Product_17,Beverages,104,Customer_49,Corporate,Bangalore
7226,2024-03-11,1080,17,East,2,665,104.0,1122.0,1330,2024,3,11,Product_17,Beverages,104,Customer_80,Corporate,Pune
7232,2024-09-16,1026,17,West,1,732,104.0,628.0,732,2024,9,16,Product_17,Beverages,104,Customer_26,Corporate,Nanded
7242,2024-07-13,1087,17,North,3,985,104.0,2643.0,2955,2024,7,13,Product_17,Beverages,104,Customer_87,Small Business,Bangalore
7244,2023-04-07,1055,17,East,2,617,104.0,1026.0,1234,2023,4,7,Product_17,Beverages,104,Customer_55,Consumer,Nanded
7246,2023-08-30,1089,17,South,8,289,104.0,1480.0,2312,2023,8,30,Product_17,Beverages,104,Customer_89,Small Business,Bangalore
7260,2023-01-08,1052,17,East,4,679,104.0,2300.0,2716,2023,1,8,Product_17,Beverages,104,Customer_52,Consumer,Mumbai
7272,2024-10-06,1018,17,West,5,932,104.0,4140.0,4660,2024,10,6,Product_17,Beverages,104,Customer_18,Consumer,Nanded
7281,2023-07-30,1010,17,North,8,504,104.0,3200.0,4032,2023,7,30,Product_17,Beverages,104,Customer_10,Corporate,Pune
7286,2024-05-05,1061,17,East,9,861,104.0,6813.0,7749,2024,5,5,Product_17,Beverages,104,Customer_61,Small Business,Mumbai
7310,2024-01-13,1063,17,North,5,469,104.0,1825.0,2345,2024,1,13,Product_17,Beverages,104,Customer_63,Small Business,Bangalore
7330,2024-10-26,1001,17,West,3,475,104.0,1113.0,1425,2024,10,26,Product_17,Beverages,104,Customer_1,Consumer,Delhi
7393,2024-01-02,1063,17,West,8,406,104.0,2416.0,3248,2024,1,2,Product_17,Beverages,104,Customer_63,Small Business,Bangalore
7394,2023-10-08,1035,17,East,3,727,104.0,1869.0,2181,2023,10,8,Product_17,Beverages,104,Customer_35,Corporate,Mumbai
7407,2023-04-14,1071,17,South,8,786,104.0,5456.0,6288,2023,4,14,Product_17,Beverages,104,Customer_71,Small Business,Bangalore
7411,2024-04-17,1032,17,West,5,801,104.0,3485.0,4005,2024,4,17,Product_17,Beverages,104,Customer_32,Corporate,Mumbai
7448,2024-04-13,1074,17,East,9,435,104.0,2979.0,3915,2024,4,13,Product_17,Beverages,104,Customer_74,Small Business,Nanded
7547,2024-06-26,1016,17,East,2,982,104.0,1756.0,1964,2024,6,26,Product_17,Beverages,104,Customer_16,Small Business,Bangalore
7568,2023-08-16,1072,17,North,7,408,104.0,2128.0,2856,2023,8,16,Product_17,Beverages,104,Customer_72,Corporate,Delhi
7577,2024-06-02,1063,17,East,9,456,104.0,3168.0,4104,2024,6,2,Product_17,Beverages,104,Customer_63,Small Business,Bangalore
7585,2024-10-16,1036,17,West,8,104,104.0,0.0,832,2024,10,16,Product_17,Beverages,104,Customer_36,Corporate,Bangalore
7599,2024-12-30,1067,17,West,4,705,104.0,2404.0,2820,2024,12,30,Product_17,Beverages,104,Customer_67,Consumer,Nanded
7605,2023-06-10,1019,17,South,7,832,104.0,5096.0,5824,2023,6,10,Product_17,Beverages,104,Customer_19,Small Business,Delhi
7606,2023-06-27,1077,17,West,5,442,104.0,1690.0,2210,2023,6,27,Product_17,Beverages,104,Customer_77,Consumer,Bangalore
7641,2023-03-27,1019,17,North,1,238,104.0,134.0,238,2023,3,27,Product_17,Beverages,104,Customer_19,Small Business,Delhi
7677,2024-11-09,1083,17,North,3,440,104.0,1008.0,1320,2024,11,9,Product_17,Beverages,104,Customer_83,Corporate,Bangalore
7681,2023-06-27,1066,17,North,6,573,104.0,2814.0,3438,2023,6,27,Product_17,Beverages,104,Customer_66,Small Business,Delhi
7689,2024-05-22,1096,17,North,7,594,104.0,3430.0,4158,2024,5,22,Product_17,Beverages,104,Customer_96,Small Business,Bangalore
7693,2024-04-29,1039,17,South,4,991,104.0,3548.0,3964,2024,4,29,Product_17,Beverages,104,Customer_39,Small Business,Pune
7703,2024-03-29,1012,17,South,2,455,104.0,702.0,910,2024,3,29,Product_17,Beverages,104,Customer_12,Consumer,Bangalore
7749,2023-09-22,1047,17,West,5,225,104.0,605.0,1125,2023,9,22,Product_17,Beverages,104,Customer_47,Small Business,Delhi
7756,2024-01-12,1041,17,South,2,851,104.0,1494.0,1702,2024,1,12,Product_17,Beverages,104,Customer_41,Small Business,Bangalore
7759,2023-12-30,1032,17,West,4,757,104.0,2612.0,3028,2023,12,30,Product_17,Beverages,104,Customer_32,Corporate,Mumbai
7766,2024-04-20,1076,17,West,6,123,104.0,114.0,738,2024,4,20,Product_17,Beverages,104,Customer_76,Corporate,Nanded
7777,2023-12-04,1065,17,East,6,187,104.0,498.0,1122,2023,12,4,Product_17,Beverages,104,Customer_65,Small Business,Delhi
7797,2023-05-04,1088,17,North,5,308,104.0,1020.0,1540,2023,5,4,Product_17,Beverages,104,Customer_88,Consumer,Pune
7798,2023-01-01,1014,17,East,4,514,104.0,1640.0,2056,2023,1,1,Product_17,Beverages,104,Customer_14,Consumer,Nanded
7805,2023-07-10,1045,17,South,7,328,104.0,1568.0,2296,2023,7,10,Product_17,Beverages,104,Customer_45,Consumer,Mumbai
7811,2024-10-15,1100,17,East,7,135,104.0,217.0,945,2024,10,15,Product_17,Beverages,104,Customer_100,Consumer,Mumbai
7846,2024-03-01,1054,17,South,9,764,104.0,5940.0,6876,2024,3,1,Product_17,Beverages,104,Customer_54,Small Business,Delhi
7869,2023-03-30,1005,17,West,9,229,104.0,1125.0,2061,2023,3,30,Product_17,Beverages,104,Customer_5,Consumer,Bangalore
7891,2023-02-04,1075,17,North,4,375,104.0,1084.0,1500,2023,2,4,Product_17,Beverages,104,Customer_75,Consumer,Delhi
7895,2024-04-13,1016,17,West,4,252,104.0,592.0,1008,2024,4,13,Product_17,Beverages,104,Customer_16,Small Business,Bangalore
7909,2023-01-08,1008,17,West,1,912,104.0,808.0,912,2023,1,8,Product_17,Beverages,104,Customer_8,Consumer,Pune
7924,2023-08-20,1019,17,North,1,149,104.0,45.0,149,2023,8,20,Product_17,Beverages,104,Customer_19,Small Business,Delhi
7933,2024-06-23,1092,17,South,3,862,104.0,2274.0,2586,2024,6,23,Product_17,Beverages,104,Customer_92,Consumer,Bangalore
7940,2023-12-13,1072,17,West,6,786,104.0,4092.0,4716,2023,12,13,Product_17,Beverages,104,Customer_72,Corporate,Delhi
7942,2024-08-06,1090,17,West,4,154,104.0,200.0,616,2024,8,6,Product_17,Beverages,104,Customer_90,Corporate,Nanded
5002,2024-07-04,1072,7,East,3,626,108.0,1554.0,1878,2024,7,4,Product_7,Grocery,108,Customer_72,Corporate,Delhi
5031,2023-04-30,1019,7,North,7,803,108.0,4865.0,5621,2023,4,30,Product_7,Grocery,108,Customer_19,Small Business,Delhi
5038,2023-04-14,1041,7,East,5,178,108.0,350.0,890,2023,4,14,Product_7,Grocery,108,Customer_41,Small Business,Bangalore
5053,2024-02-02,1039,7,West,5,177,108.0,345.0,885,2024,2,2,Product_7,Grocery,108,Customer_39,Small Business,Pune
5071,2024-07-16,1065,7,East,4,743,108.0,2540.0,2972,2024,7,16,Product_7,Grocery,108,Customer_65,Small Business,Delhi
5075,2023-08-14,1090,7,North,1,704,108.0,596.0,704,2023,8,14,Product_7,Grocery,108,Customer_90,Corporate,Nanded
5084,2023-07-11,1028,7,West,3,836,108.0,2184.0,2508,2023,7,11,Product_7,Grocery,108,Customer_28,Corporate,Nanded
5100,2023-10-29,1044,7,West,2,611,108.0,1006.0,1222,2023,10,29,Product_7,Grocery,108,Customer_44,Consumer,Pune
5108,2023-06-10,1057,7,East,5,909,108.0,4005.0,4545,2023,6,10,Product_7,Grocery,108,Customer_57,Consumer,Delhi
5112,2023-01-18,1039,7,North,3,585,108.0,1431.0,1755,2023,1,18,Product_7,Grocery,108,Customer_39,Small Business,Pune
5132,2024-02-12,1043,7,West,7,437,108.0,2303.0,3059,2024,2,12,Product_7,Grocery,108,Customer_43,Corporate,Mumbai
5141,2024-10-15,1034,7,East,9,769,108.0,5949.0,6921,2024,10,15,Product_7,Grocery,108,Customer_34,Corporate,Mumbai
5143,2023-05-23,1056,7,West,2,181,108.0,146.0,362,2023,5,23,Product_7,Grocery,108,Customer_56,Consumer,Nanded
5173,2023-09-26,1006,7,West,3,205,108.0,291.0,615,2023,9,26,Product_7,Grocery,108,Customer_6,Small Business,Mumbai
5175,2024-09-27,1018,7,North,3,515,108.0,1221.0,1545,2024,9,27,Product_7,Grocery,108,Customer_18,Consumer,Nanded
5222,2024-07-04,1085,7,East,3,387,108.0,837.0,1161,2024,7,4,Product_7,Grocery,108,Customer_85,Small Business,Mumbai
5243,2024-10-25,1020,7,West,4,748,108.0,2560.0,2992,2024,10,25,Product_7,Grocery,108,Customer_20,Small Business,Delhi
5286,2024-11-19,1072,7,North,6,942,108.0,5004.0,5652,2024,11,19,Product_7,Grocery,108,Customer_72,Corporate,Delhi
5295,2024-11-25,1061,7,East,3,252,108.0,432.0,756,2024,11,25,Product_7,Grocery,108,Customer_61,Small Business,Mumbai
5361,2024-02-26,1096,7,West,4,773,108.0,2660.0,3092,2024,2,26,Product_7,Grocery,108,Customer_96,Small Business,Bangalore
5410,2023-06-22,1100,7,North,5,899,108.0,3955.0,4495,2023,6,22,Product_7,Grocery,108,Customer_100,Consumer,Mumbai
5412,2023-03-21,1054,7,North,9,551,108.0,3987.0,4959,2023,3,21,Product_7,Grocery,108,Customer_54,Small Business,Delhi
5414,2023-07-22,1020,7,North,5,182,108.0,370.0,910,2023,7,22,Product_7,Grocery,108,Customer_20,Small Business,Delhi
5425,2024-06-09,1004,7,East,8,769,108.0,5288.0,6152,2024,6,9,Product_7,Grocery,108,Customer_4,Consumer,Pune
5448,2023-06-27,1038,7,North,7,882,108.0,5418.0,6174,2023,6,27,Product_7,Grocery,108,Customer_38,Small Business,Nanded
5464,2024-03-25,1009,7,West,5,617,108.0,2545.0,3085,2024,3,25,Product_7,Grocery,108,Customer_9,Corporate,Nanded
5482,2023-04-15,1058,7,West,3,924,108.0,2448.0,2772,2023,4,15,Product_7,Grocery,108,Customer_58,Small Business,Bangalore
5487,2024-06-01,1060,7,North,1,987,108.0,879.0,987,2024,6,1,Product_7,Grocery,108,Customer_60,Consumer,Pune
5497,2023-03-24,1033,7,East,6,974,108.0,5196.0,5844,2023,3,24,Product_7,Grocery,108,Customer_33,Corporate,Mumbai
5501,2024-04-01,1068,7,South,4,548,108.0,1760.0,2192,2024,4,1,Product_7,Grocery,108,Customer_68,Small Business,Pune
5553,2023-11-26,1028,7,West,3,886,108.0,2334.0,2658,2023,11,26,Product_7,Grocery,108,Customer_28,Corporate,Nanded
5572,2023-07-14,1037,7,East,3,753,108.0,1935.0,2259,2023,7,14,Product_7,Grocery,108,Customer_37,Corporate,Mumbai
5576,2023-03-02,1081,7,North,1,211,108.0,103.0,211,2023,3,2,Product_7,Grocery,108,Customer_81,Consumer,Nanded
5597,2023-02-16,1047,7,West,3,338,108.0,690.0,1014,2023,2,16,Product_7,Grocery,108,Customer_47,Small Business,Delhi
5621,2023-03-19,1016,7,North,8,297,108.0,1512.0,2376,2023,3,19,Product_7,Grocery,108,Customer_16,Small Business,Bangalore
5630,2023-01-03,1032,7,East,8,885,108.0,6216.0,7080,2023,1,3,Product_7,Grocery,108,Customer_32,Corporate,Mumbai
5633,2024-05-22,1097,7,South,4,360,108.0,1008.0,1440,2024,5,22,Product_7,Grocery,108,Customer_97,Corporate,Bangalore
5658,2023-05-26,1084,7,East,3,884,108.0,2328.0,2652,2023,5,26,Product_7,Grocery,108,Customer_84,Small Business,Mumbai
5697,2023-08-11,1052,7,East,6,313,108.0,1230.0,1878,2023,8,11,Product_7,Grocery,108,Customer_52,Consumer,Mumbai
5699,2023-11-18,1054,7,South,4,739,108.0,2524.0,2956,2023,11,18,Product_7,Grocery,108,Customer_54,Small Business,Delhi
5709,2023-07-13,1046,7,East,2,816,108.0,1416.0,1632,2023,7,13,Product_7,Grocery,108,Customer_46,Corporate,Bangalore
5729,2023-11-16,1033,7,North,8,504,108.0,3168.0,4032,2023,11,16,Product_7,Grocery,108,Customer_33,Corporate,Mumbai
5750,2024-08-28,1089,7,East,1,537,108.0,429.0,537,2024,8,28,Product_7,Grocery,108,Customer_89,Small Business,Bangalore
5754,2023-08-24,1055,7,West,4,338,108.0,920.0,1352,2023,8,24,Product_7,Grocery,108,Customer_55,Consumer,Nanded
